customer_id,age,gender,city,income,customer_segment,purchase_date,product_category,product_price,quantity,total_spent,payment_method,purchase_channel,loyalty_member
7739,55,Female,Kolkata,43463,Low,2026-01-23,Grocery,24297,3,72891,Card,Online,No
7740,20,Female,Bangalore,45423,High,2025-09-21,Grocery,36097,5,180485,UPI,Online,No
7741,57,Female,Kolkata,29509,High,2026-02-02,Home,10705,1,10705,Cash,Offline,No
7742,35,Female,Bangalore,77139,Medium,2025-06-07,Electronics,37055,1,37055,UPI,Offline,Yes
7743,29,Female,Bangalore,89687,High,2025-05-06,Home,42804,3,128412,Card,Online,No
7744,18,Male,Mumbai,32401,Medium,2025-05-27,Fashion,28897,4,115588,UPI,Offline,No
7745,40,Male,Bangalore,96036,Medium,2025-08-21,Fashion,34063,1,34063,Cash,Offline,Yes
7746,44,Female,Kolkata,24789,Low,2025-05-05,Fashion,20124,2,40248,Card,Offline,Yes
7747,23,Female,Hyderabad,74236,High,2025-08-12,Fashion,6749,5,33745,Card,Online,No
7748,46,Male,Kolkata,54351,Medium,2025-07-30,Home,19156,3,57468,UPI,Online,Yes
7749,29,Female,Bangalore,91553,Medium,2025-11-04,Home,16532,5,82660,Card,Offline,Yes
7750,29,Female,Kolkata,37345,Medium,2026-03-28,Electronics,16891,4,67564,Cash,Online,No
7751,20,Female,Delhi,25865,Low,2025-06-09,Fashion,43760,2,87520,Cash,Online,No
7752,37,Female,Kolkata,55936,Low,2026-01-23,Grocery,48021,2,96042,Cash,Offline,No
7753,39,Male,Delhi,95120,Low,2026-01-18,Electronics,10180,1,10180,Card,Online,No
7754,33,Female,Bangalore,67692,Medium,2025-07-14,Home,40101,1,40101,UPI,Online,No
7755,57,Female,Bangalore,31295,High,2025-11-01,Electronics,30172,1,30172,UPI,Offline,Yes
7756,43,Male,Chennai,53072,High,2025-11-29,Grocery,42221,1,42221,Card,Online,No
7757,59,Female,Chennai,40606,Low,2025-10-29,Electronics,16160,5,80800,Card,Offline,No
7758,37,Male,Delhi,84919,High,2025-07-31,Grocery,33669,1,33669,Cash,Offline,Yes
7759,48,Female,Kolkata,84138,High,2025-10-15,Grocery,38143,1,38143,Card,Offline,No
7760,18,Male,Chennai,91959,High,2025-05-09,Electronics,5679,5,28395,UPI,Online,Yes
7761,18,Female,Chennai,46385,Medium,2025-11-08,Grocery,27753,3,83259,UPI,Offline,Yes
7762,51,Female,Delhi,56037,Low,2025-05-04,Beauty,38581,1,38581,UPI,Online,Yes
7763,43,Female,Kolkata,50050,Medium,2025-08-25,Beauty,5490,3,16470,Cash,Offline,No
7764,38,Female,Kolkata,30269,Medium,2026-03-03,Beauty,26805,5,134025,Cash,Offline,Yes
7765,54,Female,Bangalore,41935,High,2025-12-19,Electronics,15831,1,15831,Card,Offline,No
7766,50,Female,Kolkata,95929,Low,2025-08-26,Beauty,15764,3,47292,Cash,Online,No
7767,41,Male,Chennai,23469,Low,2025-05-15,Beauty,10140,3,30420,Cash,Online,No
7768,33,Female,Mumbai,90007,Low,2026-03-01,Home,20453,4,81812,Cash,Offline,No
7769,34,Female,Kolkata,36100,Medium,2025-05-02,Beauty,8396,2,16792,UPI,Online,Yes
7770,56,Male,Bangalore,48959,Low,2026-04-16,Beauty,46857,5,234285,Card,Online,Yes
7771,24,Female,Hyderabad,38000,High,2026-01-22,Beauty,11371,2,22742,UPI,Online,Yes
7772,40,Female,Bangalore,71853,High,2025-10-17,Grocery,41932,4,167728,Cash,Online,No
7773,38,Male,Mumbai,60926,Low,2025-05-01,Fashion,25524,4,102096,Card,Offline,No
7774,22,Male,Chennai,43814,High,2025-05-09,Fashion,27387,3,82161,UPI,Online,No
7775,50,Female,Hyderabad,74322,Medium,2025-06-13,Electronics,48158,2,96316,UPI,Online,No
7776,26,Male,Hyderabad,96813,Medium,2025-11-06,Beauty,28938,3,86814,Card,Online,Yes
7777,56,Female,Chennai,61145,High,2025-09-23,Beauty,18559,1,18559,UPI,Online,No
7778,59,Male,Bangalore,67109,Low,2025-06-30,Fashion,21168,5,105840,UPI,Offline,No
7779,55,Male,Chennai,24253,Low,2025-10-12,Home,11912,1,11912,UPI,Online,Yes
7780,60,Female,Kolkata,21672,Medium,2025-05-08,Fashion,1595,2,3190,Cash,Offline,Yes
7781,45,Male,Chennai,82397,Low,2025-09-25,Fashion,14819,2,29638,Cash,Offline,Yes
7782,47,Male,Hyderabad,44034,Medium,2025-05-16,Home,9680,1,9680,UPI,Online,Yes
7783,29,Male,Chennai,53604,Medium,2026-01-30,Electronics,3837,2,7674,Cash,Online,No
7784,24,Female,Delhi,66750,Low,2025-06-13,Home,10223,1,10223,UPI,Online,No
7785,36,Female,Hyderabad,55909,Medium,2025-12-22,Grocery,16186,4,64744,Card,Online,Yes
7786,57,Male,Mumbai,27358,High,2026-03-24,Electronics,26960,4,107840,Cash,Online,Yes
7787,48,Female,Bangalore,67232,Medium,2025-07-14,Grocery,24888,4,99552,Card,Offline,No
7788,30,Male,Hyderabad,51653,High,2025-12-13,Grocery,12077,2,24154,UPI,Online,Yes
7789,41,Male,Hyderabad,68968,Low,2025-08-03,Home,8953,5,44765,UPI,Offline,Yes
7790,56,Male,Chennai,35981,High,2025-06-13,Home,41584,2,83168,Cash,Offline,No
7791,41,Female,Hyderabad,22953,Low,2025-11-21,Electronics,14497,4,57988,UPI,Offline,Yes
7792,41,Male,Hyderabad,72227,High,2026-04-05,Fashion,25491,2,50982,Cash,Offline,Yes
7793,54,Female,Kolkata,41874,Medium,2025-08-07,Beauty,26774,2,53548,Cash,Offline,No
7794,42,Male,Bangalore,50286,High,2025-06-21,Home,16521,4,66084,Card,Offline,No
7795,50,Male,Bangalore,53887,High,2025-09-14,Fashion,22800,2,45600,UPI,Online,No
7796,22,Female,Bangalore,33149,Low,2025-06-23,Beauty,28434,4,113736,Cash,Offline,No
7797,23,Male,Chennai,64715,High,2025-07-30,Electronics,29283,1,29283,Card,Online,No
7798,54,Female,Hyderabad,30688,Medium,2025-05-06,Fashion,7554,1,7554,UPI,Online,Yes
7799,20,Male,Delhi,95793,High,2025-05-24,Beauty,13505,2,27010,Cash,Offline,Yes
7800,38,Male,Hyderabad,39681,High,2025-06-22,Grocery,33814,3,101442,Card,Offline,Yes
7801,38,Male,Bangalore,99296,High,2025-10-21,Home,15538,3,46614,Cash,Offline,Yes
7802,40,Male,Hyderabad,78002,High,2026-03-31,Electronics,37438,4,149752,Cash,Online,Yes
7803,59,Male,Chennai,49893,High,2025-07-31,Beauty,2954,2,5908,Cash,Online,No
7804,18,Female,Hyderabad,59416,Medium,2026-01-02,Home,16775,2,33550,Cash,Offline,No
7805,34,Female,Hyderabad,32314,Medium,2026-04-10,Grocery,24254,4,97016,Card,Online,Yes
7806,28,Female,Kolkata,91030,Medium,2025-12-25,Home,20188,1,20188,UPI,Offline,Yes
7807,46,Female,Mumbai,22266,Low,2026-04-05,Fashion,46397,3,139191,Cash,Online,No
7808,25,Female,Chennai,53262,High,2025-09-26,Electronics,21419,3,64257,UPI,Offline,Yes
7809,51,Female,Hyderabad,23127,Medium,2025-10-02,Electronics,22731,1,22731,Card,Offline,Yes
7810,20,Male,Mumbai,93261,High,2026-01-08,Grocery,42867,2,85734,Card,Offline,Yes
7811,40,Male,Chennai,82138,High,2025-05-22,Grocery,24300,5,121500,UPI,Online,Yes
7812,24,Male,Chennai,68439,High,2025-04-30,Beauty,17472,3,52416,Card,Online,No
7813,41,Female,Hyderabad,21113,Medium,2025-08-22,Beauty,25637,5,128185,Cash,Online,Yes
7814,59,Male,Chennai,61524,Low,2025-06-03,Beauty,31874,1,31874,Cash,Online,No
7815,35,Male,Chennai,20795,High,2026-02-12,Fashion,13001,4,52004,Card,Online,Yes
7816,29,Male,Hyderabad,33375,High,2025-11-22,Fashion,10693,2,21386,UPI,Online,No
7817,30,Male,Chennai,47757,Low,2026-04-16,Home,9081,1,9081,Card,Offline,No
7818,52,Female,Chennai,24232,Low,2025-12-01,Fashion,30799,4,123196,Card,Offline,No
7819,33,Male,Mumbai,72711,Low,2025-05-27,Fashion,47159,3,141477,Cash,Offline,No
7820,37,Female,Delhi,47357,Medium,2025-11-28,Beauty,12451,5,62255,UPI,Offline,No
7821,47,Male,Delhi,51086,Medium,2025-10-28,Electronics,10010,4,40040,Card,Online,Yes
7822,29,Female,Mumbai,39892,Low,2025-07-22,Home,36346,1,36346,Card,Online,No
7823,49,Female,Bangalore,32731,High,2025-11-26,Electronics,44225,2,88450,Cash,Offline,Yes
7824,44,Female,Mumbai,67924,Medium,2025-11-06,Fashion,49516,5,247580,Cash,Offline,No
7825,40,Male,Mumbai,44555,Medium,2026-03-11,Beauty,19680,2,39360,Cash,Online,No
7826,59,Male,Mumbai,86976,High,2025-05-29,Home,6311,2,12622,Cash,Online,Yes
7827,52,Female,Hyderabad,44146,High,2025-06-06,Grocery,12976,2,25952,Card,Offline,Yes
7828,37,Female,Hyderabad,45340,Medium,2025-10-03,Home,8514,2,17028,UPI,Online,Yes
7829,49,Male,Hyderabad,40162,High,2026-02-01,Beauty,7107,4,28428,UPI,Offline,No
7830,52,Female,Delhi,74507,Medium,2025-05-28,Home,26458,3,79374,UPI,Offline,Yes
7831,36,Female,Bangalore,34135,Medium,2025-10-27,Home,4255,1,4255,Cash,Online,Yes
7832,35,Female,Kolkata,45663,High,2025-05-27,Beauty,38427,5,192135,Cash,Online,No
7833,21,Male,Mumbai,70054,Low,2025-09-03,Grocery,738,5,3690,Cash,Offline,No
7834,39,Male,Hyderabad,73227,High,2026-04-27,Electronics,22346,2,44692,Card,Offline,Yes
7835,24,Female,Mumbai,47932,Low,2025-05-01,Home,43599,5,217995,UPI,Offline,Yes
7836,27,Female,Hyderabad,62232,Medium,2025-10-07,Grocery,12591,5,62955,Cash,Online,No
7837,47,Male,Chennai,35827,Medium,2025-09-17,Beauty,24952,5,124760,UPI,Online,No
7838,50,Female,Kolkata,55138,High,2025-11-16,Fashion,6855,4,27420,UPI,Online,No
7839,43,Female,Hyderabad,42278,High,2025-07-19,Beauty,19617,3,58851,Cash,Online,No
7840,35,Female,Chennai,76912,Medium,2025-05-06,Home,43718,2,87436,Cash,Offline,No
7841,60,Female,Chennai,63783,Low,2025-11-02,Beauty,1090,4,4360,UPI,Offline,Yes
7842,48,Female,Delhi,55126,Medium,2025-10-09,Home,42716,2,85432,UPI,Offline,Yes
7843,60,Female,Mumbai,71795,Medium,2025-06-25,Home,28159,1,28159,UPI,Online,Yes
7844,20,Male,Kolkata,98147,Low,2025-08-27,Electronics,18809,5,94045,UPI,Offline,Yes
7845,60,Male,Bangalore,94303,High,2025-05-04,Electronics,7052,2,14104,Cash,Offline,Yes
7846,37,Male,Kolkata,71951,High,2026-02-11,Grocery,35242,3,105726,Cash,Offline,Yes
7847,33,Male,Bangalore,88644,High,2025-09-27,Grocery,34635,1,34635,UPI,Offline,Yes
7848,47,Female,Mumbai,29296,Low,2026-04-28,Home,48685,3,146055,Cash,Online,Yes
7849,38,Female,Bangalore,54421,Medium,2026-04-15,Electronics,4851,2,9702,UPI,Offline,Yes
7850,55,Female,Mumbai,89005,Medium,2026-02-19,Grocery,3823,3,11469,Card,Offline,No
7851,46,Female,Chennai,38053,Low,2025-12-05,Beauty,45239,5,226195,Card,Online,No
7852,56,Female,Chennai,41738,Low,2025-10-06,Beauty,18801,4,75204,Card,Offline,Yes
7853,54,Male,Mumbai,88526,High,2025-08-11,Fashion,27468,2,54936,Cash,Offline,No
7854,24,Female,Delhi,89207,Low,2025-12-18,Electronics,21732,1,21732,Cash,Offline,No
7855,26,Male,Delhi,75928,Low,2026-04-13,Beauty,41267,4,165068,UPI,Offline,No
7856,38,Male,Mumbai,33917,Low,2026-02-02,Grocery,11234,4,44936,UPI,Online,No
7857,26,Male,Kolkata,23468,High,2025-10-18,Electronics,20437,5,102185,UPI,Online,No
7858,56,Male,Bangalore,99225,High,2026-03-24,Home,11161,1,11161,Card,Online,No
7859,39,Male,Delhi,55361,Low,2025-11-08,Fashion,48733,1,48733,Cash,Online,No
7860,24,Male,Bangalore,63018,Low,2025-10-12,Grocery,44238,1,44238,Cash,Offline,No
7861,49,Male,Kolkata,75383,Medium,2026-01-06,Electronics,48504,4,194016,Card,Online,No
7862,55,Male,Kolkata,88012,Medium,2025-12-21,Grocery,25994,3,77982,Card,Offline,Yes
7863,57,Male,Hyderabad,86999,Medium,2026-04-27,Beauty,48944,3,146832,UPI,Online,Yes
7864,19,Female,Mumbai,84538,Low,2025-06-09,Grocery,12445,1,12445,UPI,Online,Yes
7865,20,Male,Kolkata,72574,High,2025-08-06,Electronics,43443,4,173772,Cash,Online,Yes
7866,24,Female,Bangalore,80877,Medium,2025-08-22,Fashion,39435,2,78870,Cash,Offline,No
7867,24,Male,Kolkata,28733,Low,2025-10-31,Fashion,44391,3,133173,Card,Online,Yes
7868,27,Male,Delhi,33892,High,2026-04-19,Home,33091,4,132364,UPI,Online,Yes
7869,40,Female,Kolkata,58656,Medium,2025-07-25,Grocery,5725,4,22900,Cash,Online,No
7870,26,Male,Delhi,20773,Low,2025-12-04,Electronics,45851,1,45851,Cash,Offline,No
7871,42,Female,Delhi,88803,Medium,2026-03-26,Home,15158,1,15158,UPI,Online,Yes
7872,48,Female,Kolkata,33053,High,2025-11-22,Home,36810,3,110430,Cash,Online,No
7873,30,Female,Mumbai,98863,Medium,2025-09-25,Beauty,10252,2,20504,Cash,Offline,Yes
7874,58,Female,Chennai,45274,Medium,2025-10-31,Grocery,3233,1,3233,Card,Online,No
7875,55,Female,Mumbai,75061,Medium,2025-06-13,Fashion,32647,4,130588,UPI,Online,No
7876,30,Male,Kolkata,30019,Low,2025-09-01,Electronics,26858,4,107432,UPI,Offline,No
7877,24,Female,Bangalore,60122,Low,2025-05-29,Beauty,35430,5,177150,UPI,Offline,Yes
7878,24,Male,Kolkata,46559,Low,2025-08-18,Electronics,48158,5,240790,UPI,Offline,No
7879,54,Female,Bangalore,45777,Low,2025-05-05,Beauty,35849,3,107547,Cash,Online,Yes
7880,37,Male,Bangalore,48632,High,2026-03-05,Electronics,3702,2,7404,Cash,Offline,Yes
7881,45,Female,Delhi,25627,High,2025-06-24,Electronics,25581,4,102324,UPI,Offline,Yes
7882,31,Male,Hyderabad,88401,Low,2025-10-23,Grocery,34098,1,34098,Card,Offline,No
7883,51,Female,Bangalore,52855,High,2026-01-10,Fashion,21836,2,43672,Card,Online,No
7884,46,Male,Hyderabad,65618,Low,2026-02-04,Electronics,29374,1,29374,UPI,Online,Yes
7885,47,Male,Chennai,45400,High,2025-11-25,Beauty,37835,2,75670,UPI,Online,Yes
7886,53,Male,Chennai,25982,Low,2025-06-04,Beauty,24203,3,72609,Card,Online,No
7887,26,Male,Mumbai,50529,High,2025-05-20,Beauty,37049,4,148196,Cash,Online,Yes
7888,34,Female,Hyderabad,81745,Low,2025-06-22,Grocery,6770,3,20310,UPI,Online,Yes
7889,33,Male,Bangalore,35154,Medium,2025-09-08,Electronics,17010,3,51030,UPI,Online,Yes
7890,36,Female,Chennai,85735,Low,2025-09-02,Fashion,27633,2,55266,Card,Online,No
7891,33,Male,Delhi,40095,Medium,2025-10-26,Beauty,28354,1,28354,Cash,Online,Yes
7892,47,Female,Chennai,46378,Low,2026-04-21,Beauty,4215,2,8430,Card,Offline,No
7893,40,Female,Delhi,97015,Medium,2025-09-07,Beauty,23088,3,69264,Card,Online,Yes
7894,24,Male,Bangalore,97462,High,2025-06-22,Grocery,26066,4,104264,UPI,Online,Yes
7895,54,Male,Bangalore,55261,Medium,2026-04-23,Fashion,19052,5,95260,UPI,Offline,Yes
7896,28,Male,Hyderabad,21254,Low,2025-09-29,Home,47297,3,141891,Card,Offline,Yes
7897,39,Female,Mumbai,24391,High,2025-10-21,Grocery,18753,2,37506,Card,Online,Yes
7898,43,Female,Kolkata,89487,Medium,2025-10-07,Electronics,21612,4,86448,Cash,Online,No
7899,43,Female,Kolkata,53984,High,2025-11-29,Home,30806,2,61612,UPI,Online,Yes
7900,36,Female,Delhi,85800,High,2025-11-23,Grocery,2085,4,8340,Cash,Offline,No
7901,40,Female,Bangalore,92845,Low,2025-12-11,Electronics,27331,3,81993,Cash,Offline,Yes
7902,49,Female,Mumbai,40857,Medium,2026-01-27,Home,32745,3,98235,UPI,Offline,No
7903,48,Female,Mumbai,47965,Medium,2025-12-18,Fashion,10245,3,30735,Cash,Offline,Yes
7904,31,Female,Mumbai,29990,High,2025-10-17,Electronics,16126,2,32252,Cash,Offline,No
7905,18,Female,Hyderabad,65189,High,2025-09-12,Home,25104,5,125520,Cash,Online,No
7906,56,Male,Kolkata,82734,High,2025-10-20,Electronics,17008,3,51024,UPI,Offline,No
7907,23,Male,Chennai,63380,Low,2025-09-29,Electronics,28479,4,113916,Cash,Offline,No
7908,45,Female,Bangalore,93443,High,2025-06-12,Electronics,23532,1,23532,Cash,Online,Yes
7909,54,Female,Delhi,92856,High,2026-04-23,Beauty,4816,4,19264,Cash,Offline,No
7910,45,Male,Delhi,34400,Low,2026-01-13,Home,41781,3,125343,Card,Online,Yes
7911,39,Female,Kolkata,50176,Low,2025-07-17,Grocery,47742,3,143226,UPI,Offline,No
7912,45,Female,Mumbai,81401,Medium,2025-12-08,Fashion,25659,4,102636,UPI,Online,Yes
7913,53,Male,Delhi,88341,High,2025-12-26,Grocery,10373,4,41492,UPI,Offline,Yes
7914,42,Male,Chennai,29599,Medium,2025-06-08,Grocery,14628,2,29256,UPI,Online,No
7915,22,Male,Hyderabad,60357,High,2025-05-03,Beauty,17795,5,88975,Cash,Online,No
7916,33,Male,Bangalore,48911,Low,2025-08-20,Electronics,734,5,3670,Card,Online,No
7917,48,Female,Hyderabad,32388,Medium,2025-07-02,Fashion,18659,1,18659,Cash,Offline,No
7918,41,Male,Kolkata,86861,Low,2026-04-14,Fashion,10530,2,21060,Card,Offline,Yes
7919,31,Male,Delhi,25305,Medium,2025-11-13,Beauty,7539,1,7539,UPI,Offline,Yes
7920,53,Male,Kolkata,57856,Medium,2026-02-22,Electronics,35895,1,35895,Cash,Offline,No
7921,25,Male,Hyderabad,57590,High,2025-05-18,Fashion,8090,2,16180,UPI,Online,Yes
7922,23,Male,Bangalore,71355,Medium,2025-12-22,Home,5457,4,21828,Card,Online,No
7923,39,Female,Hyderabad,28497,Low,2025-10-02,Grocery,31246,4,124984,Card,Online,Yes
7924,41,Female,Bangalore,32179,Medium,2026-01-30,Home,43976,5,219880,Cash,Offline,No
7925,52,Female,Chennai,91053,Medium,2025-08-01,Beauty,19374,5,96870,Cash,Offline,Yes
7926,18,Male,Kolkata,76056,Medium,2025-12-12,Grocery,26902,3,80706,UPI,Offline,Yes
7927,35,Male,Kolkata,75915,Low,2025-06-11,Electronics,38076,3,114228,UPI,Offline,No
7928,31,Male,Mumbai,95507,Low,2025-07-15,Grocery,17720,3,53160,Card,Online,Yes
7929,48,Female,Delhi,76949,Low,2025-07-05,Electronics,11183,2,22366,Cash,Offline,Yes
7930,57,Male,Delhi,87854,Low,2025-08-25,Electronics,39941,2,79882,Card,Online,No
7931,31,Male,Kolkata,35532,Low,2026-02-17,Beauty,22224,1,22224,UPI,Online,No
7932,47,Female,Hyderabad,25296,High,2026-01-19,Grocery,26089,4,104356,Card,Online,No
7933,22,Male,Mumbai,81683,Medium,2025-09-25,Beauty,38236,1,38236,Cash,Offline,No
7934,24,Female,Hyderabad,99984,Low,2025-12-16,Electronics,26111,4,104444,UPI,Offline,No
7935,37,Male,Chennai,55129,Medium,2025-07-23,Home,49630,3,148890,UPI,Offline,No
7936,43,Male,Kolkata,52927,Low,2025-06-12,Grocery,32554,3,97662,Card,Offline,Yes
7937,19,Male,Kolkata,51351,Medium,2025-09-13,Grocery,44942,3,134826,Card,Online,No
7938,32,Male,Chennai,72115,Medium,2025-09-16,Beauty,25165,3,75495,Card,Offline,No
7939,23,Female,Bangalore,38905,High,2025-11-18,Fashion,47643,3,142929,UPI,Offline,Yes
7940,32,Male,Hyderabad,46680,Low,2025-05-06,Fashion,1221,2,2442,UPI,Online,No
7941,26,Male,Mumbai,71944,Medium,2026-03-20,Electronics,40819,5,204095,Cash,Offline,No
7942,46,Male,Chennai,91406,Low,2026-01-08,Electronics,39741,3,119223,Card,Online,Yes
7943,19,Male,Mumbai,37628,Low,2025-10-09,Grocery,21725,3,65175,UPI,Offline,Yes
7944,35,Female,Hyderabad,36618,Low,2025-12-31,Beauty,12184,4,48736,UPI,Offline,No
7945,57,Female,Mumbai,68191,High,2025-07-14,Beauty,13388,2,26776,Cash,Online,No
7946,32,Male,Mumbai,22612,High,2026-02-21,Electronics,35341,3,106023,Cash,Online,Yes
7947,48,Female,Mumbai,33788,Low,2025-08-26,Home,33879,5,169395,UPI,Online,No
7948,49,Female,Chennai,92834,High,2025-08-24,Grocery,21782,5,108910,Card,Online,Yes
7949,34,Male,Delhi,37442,Low,2025-10-28,Beauty,41076,1,41076,UPI,Offline,Yes
7950,27,Female,Kolkata,93096,Low,2025-08-15,Electronics,14310,4,57240,UPI,Online,No
7951,33,Female,Kolkata,79263,High,2025-09-13,Electronics,40542,3,121626,Cash,Online,No
7952,57,Female,Kolkata,85203,Medium,2026-04-19,Home,10582,5,52910,UPI,Online,Yes
7953,58,Male,Delhi,56441,Medium,2025-10-25,Electronics,29540,2,59080,UPI,Online,Yes
7954,54,Female,Delhi,88955,High,2026-03-09,Home,41255,1,41255,Cash,Offline,Yes
7955,42,Male,Hyderabad,66684,High,2025-09-22,Grocery,5428,1,5428,Cash,Offline,No
7956,22,Male,Delhi,50999,High,2025-08-08,Beauty,24371,2,48742,Cash,Online,Yes
7957,29,Female,Kolkata,28316,Low,2025-10-23,Fashion,4304,5,21520,Cash,Offline,No
7958,42,Male,Bangalore,63695,Low,2026-02-01,Beauty,18052,1,18052,UPI,Online,Yes
7959,55,Male,Mumbai,27510,Low,2026-03-30,Home,43820,1,43820,Cash,Offline,No
7960,23,Female,Hyderabad,43241,High,2025-12-07,Grocery,18247,3,54741,Card,Offline,Yes
7961,45,Male,Delhi,80356,High,2025-10-28,Beauty,22951,2,45902,UPI,Online,No
7962,34,Female,Delhi,53605,Medium,2026-03-20,Electronics,23257,4,93028,Card,Online,Yes
7963,54,Male,Hyderabad,44893,Low,2025-07-03,Electronics,33612,4,134448,Card,Offline,Yes
7964,37,Male,Hyderabad,31685,High,2025-09-21,Electronics,19767,4,79068,Cash,Online,Yes
7965,58,Male,Delhi,23201,Low,2025-11-09,Grocery,7809,5,39045,UPI,Offline,Yes
7966,24,Female,Chennai,87811,High,2026-02-23,Beauty,2531,1,2531,Card,Offline,No
7967,19,Female,Bangalore,48817,Medium,2025-12-21,Fashion,10687,1,10687,Card,Online,Yes
7968,29,Female,Mumbai,20893,Low,2025-10-07,Grocery,49358,1,49358,Cash,Online,Yes
7969,20,Male,Bangalore,48332,High,2025-05-03,Fashion,23054,1,23054,UPI,Offline,Yes
7970,41,Male,Delhi,84633,Medium,2026-01-04,Beauty,37904,4,151616,Card,Online,Yes
7971,49,Male,Chennai,83240,High,2025-06-11,Electronics,1326,2,2652,UPI,Offline,Yes
7972,39,Male,Mumbai,67242,High,2026-02-08,Electronics,4235,2,8470,Card,Offline,No
7973,54,Female,Bangalore,50032,Low,2025-07-30,Electronics,10475,5,52375,Card,Online,Yes
7974,43,Male,Hyderabad,91016,High,2026-03-12,Electronics,29297,3,87891,Cash,Online,No
7975,38,Female,Kolkata,30173,Low,2026-01-24,Fashion,21980,2,43960,Cash,Online,Yes
7976,27,Female,Bangalore,82850,Low,2025-09-06,Fashion,12995,3,38985,Cash,Online,Yes
7977,33,Male,Bangalore,81691,Medium,2025-05-17,Fashion,15289,1,15289,Cash,Offline,No
7978,23,Female,Kolkata,39505,High,2025-06-07,Fashion,21227,4,84908,Cash,Online,No
7979,38,Male,Kolkata,85330,Medium,2025-08-14,Fashion,25758,1,25758,Cash,Offline,No
7980,50,Female,Hyderabad,92474,Low,2026-01-03,Fashion,30713,5,153565,Cash,Offline,No
7981,43,Female,Bangalore,24611,High,2026-01-29,Grocery,20730,4,82920,UPI,Offline,Yes
7982,25,Female,Kolkata,44611,High,2026-02-07,Electronics,1431,2,2862,Cash,Online,No
7983,46,Male,Kolkata,57435,Low,2025-07-09,Fashion,49337,3,148011,UPI,Online,Yes
7984,60,Male,Chennai,36713,High,2026-04-12,Beauty,36082,4,144328,UPI,Online,No
7985,32,Female,Delhi,20501,Low,2025-08-09,Electronics,16860,3,50580,Cash,Online,No
7986,19,Female,Hyderabad,83352,High,2026-02-18,Fashion,20491,5,102455,Card,Online,Yes
7987,21,Male,Hyderabad,49239,High,2025-10-06,Fashion,27520,3,82560,UPI,Online,No
7988,45,Male,Hyderabad,86678,Medium,2025-12-21,Home,47681,1,47681,UPI,Offline,Yes
7989,45,Male,Delhi,42001,Medium,2025-05-24,Grocery,49373,1,49373,Card,Offline,No
7990,43,Male,Delhi,90808,Medium,2025-10-20,Beauty,40196,3,120588,Card,Offline,Yes
7991,41,Female,Delhi,60931,Low,2025-07-26,Home,2014,1,2014,UPI,Offline,Yes
7992,24,Female,Hyderabad,44065,Medium,2026-02-11,Home,31695,3,95085,UPI,Offline,No
7993,49,Male,Bangalore,99336,Low,2026-04-21,Beauty,36891,3,110673,Card,Online,No
7994,22,Female,Mumbai,80929,Medium,2026-01-31,Home,36563,1,36563,Card,Offline,No
7995,51,Female,Hyderabad,52060,Medium,2025-07-31,Grocery,42727,2,85454,Cash,Offline,No
7996,48,Male,Chennai,71029,Medium,2025-07-31,Grocery,15592,1,15592,Cash,Online,Yes
7997,32,Male,Chennai,65890,High,2026-01-06,Home,20349,5,101745,Card,Online,Yes
7998,33,Female,Mumbai,55155,Medium,2025-10-20,Home,17040,4,68160,UPI,Offline,Yes
7999,24,Male,Chennai,23638,Medium,2026-02-23,Fashion,2643,5,13215,Cash,Online,No
8000,25,Female,Chennai,40676,High,2025-07-10,Electronics,26107,4,104428,Card,Online,No
8001,19,Female,Bangalore,90097,Low,2025-11-08,Grocery,3722,3,11166,UPI,Offline,No
8002,31,Male,Hyderabad,70069,High,2025-10-15,Home,17539,3,52617,Cash,Offline,Yes
8003,56,Male,Kolkata,73893,Medium,2025-07-26,Fashion,31513,3,94539,Cash,Online,Yes
8004,28,Female,Kolkata,73973,Medium,2025-10-16,Beauty,47686,5,238430,UPI,Online,Yes
8005,58,Female,Mumbai,30220,Medium,2025-09-14,Beauty,22355,2,44710,Cash,Offline,No
8006,54,Female,Chennai,97702,High,2025-09-16,Grocery,24442,4,97768,Card,Offline,No
8007,26,Male,Kolkata,81708,Medium,2025-06-25,Beauty,46055,1,46055,Card,Offline,Yes
8008,52,Male,Delhi,45368,Medium,2025-11-19,Fashion,22291,4,89164,UPI,Offline,Yes
8009,44,Female,Kolkata,58998,High,2025-10-31,Fashion,27632,2,55264,Cash,Offline,No
8010,59,Female,Delhi,82794,Medium,2026-01-06,Beauty,31557,2,63114,UPI,Offline,Yes
8011,43,Male,Bangalore,52587,High,2025-07-09,Beauty,47508,4,190032,Card,Offline,No
8012,39,Female,Chennai,53934,Medium,2025-05-22,Home,37173,5,185865,UPI,Offline,Yes
8013,35,Female,Chennai,21548,Medium,2025-08-01,Electronics,13454,1,13454,Card,Online,No
8014,27,Male,Mumbai,55666,Medium,2025-08-18,Beauty,35615,5,178075,UPI,Online,No
8015,24,Male,Delhi,20871,Medium,2026-04-09,Fashion,6031,4,24124,Cash,Online,No
8016,31,Female,Kolkata,68994,Medium,2025-07-19,Grocery,19992,4,79968,UPI,Offline,No
8017,20,Female,Kolkata,86153,High,2025-09-18,Electronics,7210,5,36050,Cash,Offline,No
8018,21,Male,Kolkata,99978,Medium,2025-08-28,Fashion,37031,4,148124,UPI,Offline,Yes
